TableS4 TF-DORC pairs with strong cis-regulations,,,,,,,,,
DORC,TF,Enrichment.Z,Enrichment.P,Enrichment.log10P,Corr,Corr.Z,Corr.P,Corr.log10P,Score
CD163,FOS,4.959871,7.05E-07,6.151564,-0.173951,-2.179417,0.02930073,-1.533122,-1.533111
CD163,CEBPB,3.227038,0.001250787,2.902817,0.2960691,2.960603,0.003070377,2.512808,2.364785
CFD,KLF4,3.062152,0.002197516,2.658068,0.2035151,2.268448,0.02330191,1.632608,1.594343
CFD,FLI1,2.680449,0.007352337,2.133575,0.2871329,3.114001,0.001845686,2.733842,2.036947
CFD,ETV5,2.535134,0.01124043,1.949217,0.2153051,2.38767,0.01695556,1.770688,1.552758
CIR1,FOS,8.123406,4.53E-16,15.34363,-0.2647418,-3.181581,0.001464737,-2.83424,-2.83424
CIR1,GLI3,2.866552,0.004149705,2.381983,0.2560221,2.549639,0.01078346,1.967242,1.827151
CIR1,NR6A1,2.626638,0.008623302,2.064326,-0.2934285,-3.497289,0.000470013,-3.32789,-2.041471
CIR1,CEBPB,2.389646,0.01686461,1.773024,0.2458527,2.43772,0.01478023,1.830319,1.503132
CIR1,ZNF480,2.244704,0.02478716,1.605773,-0.226224,-2.757676,0.005821393,-2.234973,-1.516209
CLEC11A,ZBTB1,2.849925,0.004372947,2.359226,-0.2170379,-2.481342,0.01308886,-1.883098,-1.759337
CLEC11A,BACH1,2.676155,0.007447229,2.128005,-0.2003735,-2.29405,0.02178764,-1.66179,-1.536516
CLIC1,RREB1,3.624955,0.000289012,3.539084,-0.3425703,-3.311605,0.000927623,-3.032628,-2.914935
CLIC1,VEZF1,3.209953,0.001327567,2.876944,0.2676926,2.568966,0.01020025,1.991389,1.938763
CLIC1,MAZ,2.94201,0.003260896,2.486663,0.3251666,3.122792,0.001791441,2.746798,2.29701
CLIC1,LYL1,2.646384,0.008135733,2.089603,0.3370429,3.237234,0.001206944,2.918313,2.029985
COL8A2,JDP2,3.828423,0.000128967,3.889521,-0.2511679,-3.127291,0.001764253,-2.753439,-2.722851
COL8A2,GLI3,3.084189,0.002041078,2.69014,0.2394143,2.434613,0.01490773,1.826589,1.771641
COL8A2,GLIS3,2.889036,0.003864245,2.412935,-0.2080454,-2.638396,0.008329937,-2.079358,-1.914995
COL8A2,CEBPB,2.818264,0.00482841,2.316196,0.2703119,2.784911,0.005354248,2.271302,1.993243
DCDC2,FOS,5.754289,8.70E-09,8.060444,-0.1908938,-2.342698,0.01914488,-1.717947,-1.717947
DCDC2,NR4A3,5.047173,4.48E-07,6.348338,0.2432279,2.361686,0.01819205,1.740118,1.740108
DCDC2,ZNF480,2.619597,0.008803367,2.055351,-0.2245114,-2.706996,0.006789499,-2.168162,-1.808742
DDX60L,JUNB,9.604322,7.67E-22,21.11542,-0.3625357,-3.046774,0.002313117,-2.635802,-2.635802
DDX60L,FOS,9.568801,1.08E-21,20.96596,-0.381971,-3.206418,0.001343985,-2.871606,-2.871606
DDX60L,FOSL2,9.296175,1.46E-20,19.83687,0.339997,2.723924,0.006451134,2.190364,2.190364
DDX60L,FOSL1,8.228091,1.90E-16,15.72074,0.3269904,2.617087,0.008868383,2.052156,2.052156
DDX60L,JDP2,7.592928,3.13E-14,13.50479,0.3135794,2.506927,0.0121786,1.914403,1.914403
DDX60L,CREB5,2.647244,0.008115074,2.090707,0.4210952,3.390076,0.000698733,3.155689,2.055116
DHRS9,GLI3,3.998708,6.37E-05,4.195934,0.226304,2.503703,0.01229012,1.910444,1.908226
DHRS9,JDP2,3.7382,0.000185342,3.732025,-0.1856021,-2.441672,0.01461944,-1.835069,-1.829677
DHRS9,CEBPB,3.625532,0.000288367,3.540055,0.2237056,2.472506,0.01341695,1.872346,1.863233
DHRS9,THRA,2.380832,0.01727361,1.762617,0.2558097,2.85795,0.004263877,2.370195,1.668293
DIRAS2,FOS,8.976442,2.80E-19,18.55336,-0.2455334,-3.149944,0.001633016,-2.78701,-2.78701
DIRAS2,CEBPB,3.620015,0.000294586,3.530788,0.217448,2.328321,0.01989505,1.701255,1.694998
DIRAS2,TRPS1,2.26789,0.0233359,1.631975,-0.3582081,-4.483177,7.35E-06,-5.133477,-1.631842
FCHSD2,FOS,6.935261,4.05E-12,11.39204,-0.2095837,-2.700055,0.006932804,-2.159091,-2.159091
FCHSD2,CEBPB,4.28082,1.86E-05,4.730006,0.2319792,2.362572,0.01814859,1.741157,1.74072
FCHSD2,ESR1,2.673797,0.007499778,2.124952,-0.2129303,-2.738424,0.006173452,-2.209472,-1.865602
FCHSD2,KLF8,2.227291,0.02592785,1.586234,0.3157494,3.323018,0.000890491,3.05037,1.571942
FCHSD2,NR6A1,2.222435,0.02625389,1.580806,-0.2897259,-3.618904,0.000295854,-3.528923,-1.576067
FRMD3,GLI3,4.985136,6.19E-07,6.208181,0.2192869,2.462354,0.01380284,1.860032,1.860012
FRMD3,CEBPB,4.818351,1.45E-06,5.839382,0.2334865,2.639572,0.008301089,2.080865,2.08079
GLDN,FOS,6.554862,5.57E-11,10.2542,-0.2620692,-2.967544,0.003001892,-2.522605,-2.522605
GLDN,KLF7,3.138891,0.001695885,2.770604,-0.3083734,-3.441718,0.000578033,-3.238047,-2.643412
GLDN,KLF4,2.744969,0.006051666,2.218125,-0.1920636,-2.25066,0.02440708,-1.612484,-1.518399
GM2A,CEBPB,3.192501,0.001410465,2.850638,0.2747771,3.045072,0.002326246,2.633344,2.427892
GPAT2,FOS,6.774265,1.25E-11,10.90295,-0.2845288,-3.006727,0.002640767,-2.57827,-2.57827
GPAT2,NR4A3,3.634959,0.000278025,3.555917,0.2544136,2.27602,0.02284482,1.641212,1.636078
GPAT2,ZNF480,3.343092,0.000828504,3.081705,-0.2675287,-2.840091,0.00451006,-2.345818,-2.27288
GPAT2,NR6A1,2.673941,0.007496575,2.125137,-0.2515145,-2.683119,0.007293906,-2.13704,-1.831626
GPAT2,CEBPD,2.234128,0.02547468,1.593891,-0.3017015,-3.175055,0.00149808,-2.824465,-1.56969
GPC6,FOSL2,9.215126,3.11E-20,19.50736,0.2706941,2.211485,0.02700225,1.5686,1.5686
GPC6,FOSL1,8.310512,9.53E-17,16.02095,0.2886367,2.36995,0.01779051,1.749812,1.749812
GPC6,FOS,7.834965,4.69E-15,14.32885,-0.3671385,-3.421699,0.000622311,-3.205992,-3.205992
GPC6,JDP2,7.136409,9.58E-13,12.01863,0.303374,2.500106,0.01241561,1.906032,1.906032
GPC6,CREB5,2.560027,0.01046641,1.980202,0.3424597,2.845302,0.004436939,2.352917,1.828072
GPC6,MEF2A,2.316085,0.02055365,1.687111,-0.323714,-3.038185,0.00238008,-2.623408,-1.640453
GTF2IRD1,FOS,9.817668,9.45E-23,22.02455,-0.311979,-2.853169,0.004328556,-2.363657,-2.363657
GTF2IRD1,FOSL1,9.386398,6.21E-21,20.207,0.2981475,2.352979,0.01862368,1.729935,1.729935
HIST1H3J,TFDP1,3.320067,0.000899957,3.045778,0.2906811,2.211603,0.02699411,1.568731,1.554866
HIST1H3J,MYBL1,2.188333,0.02864537,1.542945,0.4222799,3.283704,0.001024524,2.989478,1.528114
KIAA1671,FOSL1,9.285224,1.61E-20,19.79219,0.2583356,2.277535,0.02275432,1.642936,1.642936
KIAA1671,JUND,9.02427,1.81E-19,18.74257,0.3001091,2.655376,0.007922002,2.101165,2.101165
KIAA1671,JDP2,7.853185,4.06E-15,14.3919,0.294913,2.608377,0.009097262,2.041089,2.041089
KIAA1671,NFE2L2,3.963516,7.39E-05,4.131626,-0.2813394,-2.603837,0.009218657,-2.035332,-2.031899
KIAA1671,ATF4,2.812544,0.004915134,2.308465,0.2514432,2.215192,0.02674688,1.572727,1.501269
KIF23,ZBTB1,2.471284,0.01346288,1.870862,-0.2338366,-2.84021,0.00450838,-2.345979,-1.746891
LOH12CR2,FOS,6.219793,4.98E-10,9.302935,-0.1965532,-3.142761,0.001673625,-2.776342,-2.776342
LOH12CR2,ZNF302,3.270506,0.001073551,2.969177,0.1837882,2.32427,0.020111,1.696566,1.674423
LOH12CR2,CEBPB,2.795392,0.005183688,2.285361,0.1801235,2.271594,0.02311102,1.636181,1.550138
LOH12CR2,GLI3,2.689679,0.007152088,2.145567,0.1855861,2.350114,0.01876767,1.72659,1.588624
MDGA1,FOS,7.912327,2.53E-15,14.59753,-0.2474493,-2.809143,0.004967364,-2.303874,-2.303874
MDGA1,ZNF480,4.01804,5.87E-05,4.231479,-0.2227366,-2.551584,0.01072345,-1.969666,-1.967321
MDGA1,GLI3,3.036475,0.002393618,2.620945,0.253814,2.415086,0.01573151,1.80323,1.742622
MDGA1,KLF7,2.304236,0.02120939,1.673472,-0.2730087,-3.075527,0.002101312,-2.677509,-1.633276
MFSD2A,GLI3,3.113247,0.00185041,2.732732,0.2340349,2.338173,0.01937827,1.712685,1.673811
MIR155HG,FOS,6.712634,1.91E-11,10.71864,-0.2725159,-3.047611,0.00230668,-2.637013,-2.637013
MIR155HG,GLI3,2.812294,0.004918948,2.308128,0.2323195,2.265989,0.02345204,1.629819,1.548895
MIR155HG,ZNF480,2.487517,0.01286382,1.89063,-0.2130838,-2.422064,0.01543262,-1.81156,-1.551326
MIR155HG,THRB,2.356208,0.01846257,1.733708,0.3025263,3.004945,0.002656291,2.575724,1.676339
MTMR1,FOS,6.973789,3.09E-12,11.51072,-0.2184774,-2.474477,0.01334315,-1.874742,-1.874741
MTMR1,NR6A1,2.479622,0.01315216,1.881003,-0.262815,-2.919967,0.00350068,-2.455848,-1.779714
MTMR1,GLI3,2.376287,0.01748787,1.757263,0.3045442,2.780685,0.005424432,2.265646,1.641733
OTUD7B,FOS,6.732582,1.67E-11,10.77812,-0.2908259,-3.233751,0.001221759,-2.913015,-2.913015
OTUD7B,NR6A1,3.32562,0.000882222,3.054422,-0.2119427,-2.438566,0.01474568,-1.831335,-1.806461
OTUD7B,POU3F1,2.70217,0.006888848,2.161853,0.2824342,2.545022,0.01092707,1.961496,1.751031
PALM2-AKAP2,FOSL2,9.635013,5.69E-22,21.245,0.2113082,2.159358,0.03082241,1.511133,1.511133
PALM2-AKAP2,FOS,9.478535,2.58E-21,20.58858,-0.2213035,-2.741038,0.006124539,-2.212927,-2.212927
PALM2-AKAP2,FOSL1,9.136272,6.46E-20,19.18948,0.2255347,2.320509,0.02031339,1.692218,1.692218
PALM2-AKAP2,ATF4,2.98669,0.002820159,2.549726,0.2853755,2.998353,0.002714431,2.566321,2.257516
PALM2-AKAP2,MSANTD3,2.440937,0.01464922,1.834186,0.3034214,3.202768,0.001361136,2.866098,1.79614
PIP,FOS,6.977604,3.00E-12,11.52251,-0.2688154,-2.868287,0.004127006,-2.384365,-2.384365
PIP,FOSL1,5.88764,3.92E-09,8.406992,0.2729924,2.368256,0.01787216,1.747823,1.747823
PIP,NR6A1,2.84162,0.004488498,2.347899,-0.2474824,-2.662105,0.007765357,-2.109839,-1.912964
PIP,MAF,2.278466,0.02269885,1.643996,-0.2913806,-3.086379,0.002026102,-2.693339,-1.607673
PLAU,ZBTB1,2.591201,0.009564162,2.019353,-0.2432821,-2.293968,0.02179234,-1.661696,-1.506569
PLK1,JUND,5.714892,1.10E-08,7.959501,0.2751151,2.979095,0.002891012,2.53895,2.538949
PLK1,NFE2L2,2.495179,0.01258936,1.899996,-0.233274,-2.8431,0.004467707,-2.349915,-1.76953
PLK1,ATF4,2.384288,0.0171122,1.766694,0.2397181,2.57372,0.01006118,1.997351,1.568617
PLK1,MAZ,2.332698,0.01966401,1.706328,0.2452593,2.63718,0.008359858,2.077801,1.555027
PLPP3,PPARG,2.773811,0.00554038,2.25646,0.2772819,2.844757,0.004444531,2.352174,2.001728
RANGAP1,KLF4,3.451294,0.000557906,3.253439,0.2585982,2.312872,0.0207297,1.683407,1.672109
RGL1,FOS,7.480805,7.39E-14,13.13154,-0.1522209,-2.481291,0.01309073,-1.883036,-1.883036
RGL1,NFE2L2,3.604161,0.000313163,3.50423,-0.1602755,-2.603395,0.009230563,-2.034772,-2.020414
RGL1,GLI3,3.333345,0.000858084,3.06647,0.1697231,2.39919,0.01643137,1.784326,1.762573
RGL1,EGR1,3.126365,0.001769819,2.752071,-0.1345421,-2.213291,0.02687757,-1.57061,-1.543637
RPS4Y1,CXXC5,2.673185,0.007513484,2.124159,0.1345778,2.299831,0.02145778,1.668415,1.540456
S100A4,FOS,5.492529,3.96E-08,7.402066,-0.2096331,-2.499328,0.0124429,-1.905078,-1.905077
S100A4,CEBPB,5.064406,4.10E-07,6.387559,0.3019823,2.936141,0.003323228,2.47844,2.478386
SAPCD2,KLF4,2.657557,0.007870926,2.103974,0.2621776,2.305836,0.02111979,1.67531,1.540238
SCG5,FOS,10.2923,7.63E-25,24.11732,-0.3076134,-2.910203,0.003611936,-2.44226,-2.44226
SCG5,FOSL1,9.081878,1.07E-19,18.97176,0.2828354,2.328424,0.01988959,1.701374,1.701374
SCG5,NFE2L2,5.19899,2.00E-07,6.698157,-0.222343,-2.153661,0.03126678,-1.504917,-1.504914
SCG5,ATF4,2.998673,0.002711579,2.566778,0.2881256,2.375361,0.01753182,1.756173,1.694738
SDC1,FOS,8.088856,6.02E-16,15.2202,-0.3384352,-3.368744,0.000755116,-3.121986,-3.121986
SDS,NFE2L2,3.448539,0.000563629,3.249007,-0.1388444,-2.455462,0.01407038,-1.851694,-1.834872
SDS,CEBPB,3.162868,0.001562234,2.806254,0.2388577,3.557991,0.000373703,3.427474,2.71324
SDS,NFAT5,2.275514,0.02287513,1.640636,-0.1860502,-3.207033,0.001341118,-2.872533,-1.616444
SH3RF3,FOS,10.45384,1.41E-25,24.85168,-0.2007396,-2.430415,0.01508156,-1.821554,-1.821554
SH3RF3,GLI3,3.547543,0.000388843,3.410226,0.2329237,2.287411,0.02217184,1.654198,1.646814
SH3RF3,CEBPB,2.791932,0.005239444,2.280715,0.2304253,2.260231,0.02380693,1.623297,1.538777
SLA,DDIT3,6.761254,1.37E-11,10.8639,0.2124056,2.184858,0.02889929,1.539113,1.539113
SLA,CEBPB,5.659313,1.52E-08,7.818212,0.2977316,3.146867,0.001650303,2.782436,2.782432
SLA,FOS,4.551207,5.33E-06,5.272956,-0.2092088,-2.568638,0.0102099,-1.990979,-1.990754
SLA,GLI3,4.475354,7.63E-06,5.117561,0.2315346,2.400528,0.01637146,1.785913,1.785714
SLA,NR4A2,3.029388,0.0024505,2.610745,-0.1805056,-2.245023,0.02476663,-1.606133,-1.566127
SLC14A1,FOS,4.895221,9.82E-07,6.007909,-0.1828928,-2.447585,0.0143817,-1.84219,-1.842161
SLC14A1,GLI3,2.984956,0.002836188,2.547265,0.243106,2.508105,0.01213807,1.91585,1.825654
SLC14A1,JDP2,2.800091,0.005108816,2.29168,-0.1828062,-2.446578,0.01442195,-1.840976,-1.710922
SLC14A2,NR6A1,3.349838,0.00080859,3.092272,-0.3328602,-4.161882,3.16E-05,-4.500814,-3.075655
SLC14A2,JDP2,3.14696,0.001649775,2.782575,-0.2570853,-3.29373,0.000988675,-3.004946,-2.57892
SLC14A2,GLI3,3.107796,0.001884879,2.724716,0.2888709,2.961281,0.003063621,2.513765,2.306033
SLC14A2,POU2F1,2.880539,0.003969964,2.401213,-0.1817743,-2.430893,0.01506165,-1.822127,-1.721891
SLC14A2,ZNF302,2.853205,0.004328073,2.363705,0.2526518,2.54632,0.01088654,1.96311,1.819086
SLC14A2,GLIS3,2.406922,0.01608762,1.793508,-0.2162407,-2.825774,0.004716659,-2.326366,-1.683434
SLC24A3,FOS,6.186471,6.15E-10,9.210941,-0.2938018,-2.865991,0.004157066,-2.381213,-2.381213
SLC24A3,FOSL2,5.938804,2.87E-09,8.541953,0.2657029,2.209098,0.02716784,1.565945,1.565945
SLC24A3,MAF,2.668419,0.007620907,2.117993,-0.373584,-3.589669,0.000331098,-3.480044,-2.099661
SLC28A3,FOS,6.796893,1.07E-11,10.97102,-0.3241884,-3.135146,0.001717686,-2.765056,-2.765056
SLC28A3,KLF4,4.633047,3.60E-06,5.443309,-0.2172099,-2.183991,0.02896294,-1.538157,-1.538105
SLC28A3,POU3F1,2.94873,0.003190829,2.496097,0.2894428,2.320705,0.02030278,1.692445,1.63025
SLC28A3,KLF7,2.874235,0.004050072,2.392537,-0.3468647,-3.336764,0.0008476,-3.071809,-2.310315
SLC28A3,NR6A1,2.822099,0.004771045,2.321386,-0.3165663,-3.067377,0.002159462,-2.665654,-2.159881
SLC4A8,FOS,9.498846,2.12E-21,20.6732,-0.2538318,-2.998716,0.002711197,-2.566839,-2.566839
SLC4A8,ATF4,3.602574,0.000315082,3.501577,0.2244964,2.220844,0.02636156,1.579029,1.574004
SLC4A8,THRB,2.405613,0.01614536,1.791952,0.2554724,2.558857,0.01050168,1.978741,1.577123
SPATA13,FOS,6.971618,3.13E-12,11.50402,-0.2129558,-2.404875,0.016178,-1.791075,-1.791075
SPATA13,CEBPD,2.548358,0.01082314,1.965647,-0.205755,-2.329886,0.01981216,-1.703068,-1.516828
SPTBN1,CEBPB,5.856446,4.73E-09,8.325252,0.2809024,2.712877,0.006670187,2.175862,2.175862
SPTBN1,FOS,5.27099,1.36E-07,6.867453,-0.1955352,-2.434494,0.01491262,-1.826446,-1.826442
SPTBN1,GLI3,4.004215,6.22E-05,4.206044,0.2455495,2.330929,0.01975708,1.704277,1.702939
TMEM114,FOSL2,8.859368,8.05E-19,18.09437,0.2962256,2.243148,0.02488726,1.604023,1.604023
TMEM114,FOSL1,8.037486,9.17E-16,15.03763,0.315757,2.404997,0.01617258,1.791221,1.791221
TMEM114,FOS,7.576681,3.55E-14,13.45038,-0.354412,-3.148427,0.00164152,-2.784754,-2.784754
TMEM114,KLF7,2.284614,0.02233548,1.651005,-0.3702267,-3.279477,0.001039998,-2.982967,-1.631671
TMEM163,FOS,7.541776,4.64E-14,13.33384,-0.3299361,-3.147942,0.001644243,-2.784034,-2.784034
TMEM163,ZNF711,3.114293,0.001843863,2.734271,0.2758296,2.309251,0.02092968,1.679237,1.643306
TMEM163,NR1H3,2.651656,0.008009804,2.096378,0.4089438,3.508444,0.000450737,3.346077,2.072787
TMEM163,ESR1,2.528349,0.01146004,1.940814,-0.3158067,-3.020653,0.002522302,-2.598203,-1.855319
TRIM9,FOS,7.358845,1.86E-13,12.73164,-0.2858248,-3.139357,0.001693192,-2.771294,-2.771294
TRIM9,ATF4,3.072081,0.002125717,2.672495,0.2615972,2.325417,0.02004966,1.697893,1.654964
TRIM9,GLI3,2.678818,0.007388252,2.131458,0.2793779,2.502917,0.01231744,1.909479,1.707419
TRIM9,KLF7,2.408627,0.01601267,1.795536,-0.2515469,-2.797169,0.005155252,-2.28775,-1.676019
TSPAN12,FOS,7.5457,4.50E-14,13.34692,-0.1750438,-2.277354,0.02276508,-1.642731,-1.642731
TSPAN12,ATF4,2.806899,0.005002093,2.300848,0.2269796,2.359184,0.01831517,1.737189,1.634032
TSPAN12,THRB,2.657289,0.007877197,2.103628,0.2459126,2.577539,0.00995067,2.002148,1.750814
UBE2S,KLF4,3.127426,0.001763441,2.753639,0.2760326,2.414473,0.01575799,1.802499,1.75712
WWC1,FOS,6.849127,7.43E-12,11.129,-0.1721488,-2.561981,0.01040769,-1.982646,-1.982646
WWTR1,FOS,6.298472,3.01E-10,9.522019,-0.2601318,-2.831571,0.004631988,-2.334233,-2.334233
WWTR1,GLI3,4.476514,7.59E-06,5.119921,0.2394121,2.199519,0.02784106,1.555314,1.555199
ZNF827,FOS,8.208685,2.24E-16,15.65048,-0.2221976,-2.786623,0.005326046,-2.273595,-2.273595
ZNF827,ATF4,5.030433,4.89E-07,6.310359,0.2524279,2.569279,0.01019105,1.991781,1.991761
ZNF827,TRPS1,4.416641,1.00E-05,4.99893,-0.3911622,-4.693299,2.69E-06,-5.570516,-4.895753
ZNF827,KLF8,3.591022,0.000329384,3.482297,0.2678127,2.742888,0.006090154,2.215372,2.192632
ZNF827,CEBPD,2.712597,0.006675819,2.175495,-0.2043176,-2.584856,0.009741969,-2.011353,-1.786409
ZNF827,ZNF711,2.660691,0.00779805,2.108014,0.2317068,2.335452,0.01951983,1.709524,1.56598
ABTB2,FOS,5.200472,1.99E-07,6.70162,-0.1560672,-2.160552,0.03072999,-1.512438,-1.512435
ABTB2,ZNF480,2.428876,0.01514571,1.81971,-0.1928874,-2.609755,0.009060715,-2.042838,-1.618539
ADCY3,FOS,9.553172,1.26E-21,20.90037,-0.1862348,-2.532064,0.01133934,-1.945412,-1.945412
ADCY3,FOSL1,8.452337,2.86E-17,16.54435,0.2285366,2.564662,0.01032765,1.985999,1.985999
ADCY3,NFE2L2,4.250112,2.14E-05,4.67027,-0.1589799,-2.197155,0.02800936,-1.552697,-1.552375
ADCY3,ATF4,3.1242,0.00178289,2.748875,0.2202299,2.462588,0.01379382,1.860315,1.80821
ADCY3,TRPS1,2.282472,0.02246149,1.648562,-0.2903401,-3.811313,0.00013823,-3.859397,-1.645957
AGPAT4,JUNB,5.251025,1.51E-07,6.820289,-0.2377087,-2.589659,0.00960711,-2.017407,-2.0174
AGPAT4,FOS,5.054553,4.31E-07,6.36512,-0.273658,-2.959174,0.00308465,-2.510794,-2.510734
AGPAT4,ESRRA,2.724114,0.006447422,2.190614,0.290078,2.835339,0.004577712,2.339352,1.95878
ANGPT4,FOS,5.691584,1.26E-08,7.900092,-0.2887472,-3.232325,0.001227873,-2.910847,-2.910842
ANGPT4,NR6A1,3.286783,0.001013389,2.994224,-0.2348551,-2.676275,0.00744455,-2.128162,-2.073123
ANGPT4,CEBPD,2.549026,0.01080242,1.966479,-0.2771289,-3.11245,0.001855415,-2.731559,-1.898329
ANKRD28,FOS,7.712381,1.23E-14,13.90836,-0.2622638,-2.940551,0.003276289,-2.484618,-2.484618
ANXA11,FOS,6.577334,4.79E-11,10.3197,-0.2843315,-3.030873,0.00243848,-2.612881,-2.612881
ANXA11,MSANTD3,3.181995,0.001462645,2.834861,0.2455972,2.170497,0.02996919,1.523325,1.503236
ANXA11,THRA,2.82947,0.004662523,2.331379,0.2507843,2.22141,0.02632321,1.579661,1.510562
ANXA11,ZNF711,2.526492,0.01152079,1.938518,0.2822367,2.530122,0.01140229,1.943008,1.642223
ANXA11,NR6A1,2.358049,0.01837128,1.735861,-0.3165406,-3.347012,0.000816877,-3.087843,-1.717307
ASF1B,KLF4,2.89192,0.00382895,2.41692,0.2653102,2.48453,0.01297225,1.886985,1.775946
C19orf38,FOS,5.706084,1.16E-08,7.937023,-0.2289523,-2.768904,0.005624518,-2.249915,-2.249914
C19orf38,NR6A1,3.863137,0.00011194,3.951015,-0.2482381,-2.975783,0.002922415,-2.534258,-2.51798
C19orf38,POU3F1,3.481375,0.000498846,3.302034,0.2970615,2.873641,0.004057703,2.39172,2.341557
C19orf71,FOS,5.8187,5.93E-09,8.226894,-0.2119102,-2.837849,0.004541861,-2.342766,-2.342766
C19orf71,GLI3,2.866599,0.00414908,2.382048,0.1992929,2.296249,0.02166164,1.664309,1.589715
C19orf71,NR1H3,2.512096,0.01200165,1.920759,0.2317013,2.700886,0.006915507,2.160176,1.725054
C1QTNF7,FOS,5.807718,6.33E-09,8.198389,-0.2312141,-2.558774,0.01050421,-1.978637,-1.978636
C1QTNF7,MITF,2.724019,0.006449275,2.190489,0.2735036,2.614047,0.00894768,2.04829,1.814196
C1QTNF7,GLI3,2.638205,0.008334614,2.079115,0.2573352,2.448338,0.01435171,1.843096,1.646532
CCRL2,FOS,5.531962,3.17E-08,7.499396,-0.2326629,-2.675782,0.007455515,-2.127522,-2.12752
CCRL2,NR6A1,3.975646,7.02E-05,4.153734,-0.3345191,-3.716621,0.000201905,-3.694853,-3.565304
CD274,FOS,7.966662,1.63E-15,14.78776,-0.300123,-3.226038,0.001255168,-2.901298,-2.901298
CD274,KLF7,2.260727,0.02377614,1.623859,-0.3028047,-3.25272,0.001143061,-2.941931,-1.60394
CD28,JDP2,2.381068,0.01726254,1.762895,0.270762,3.156856,0.001594801,2.797294,1.725154
CD4,CEBPB,3.026797,0.002471599,2.607022,0.2988712,3.604031,0.00031332,3.504013,2.555308
CD44,FOSL1,3.567788,0.000360008,3.443688,0.2267303,2.187301,0.02872057,1.541807,1.536551
CD44,JUND,3.477211,0.00050666,3.295284,0.3334057,3.242665,0.001184175,2.926584,2.772053
CD44,NFKB1,3.216721,0.001296646,2.887179,0.2923518,2.836509,0.004560967,2.340943,2.232718
CD44,RFX5,2.463773,0.0137483,1.861751,0.2525241,2.442484,0.01458656,1.836047,1.550764
CDKL4,FOS,5.759746,8.42E-09,8.074478,-0.2186474,-2.647025,0.008120341,-2.090426,-2.090425
CDKL4,NR6A1,2.629223,0.008558029,2.067626,-0.2752231,-3.27638,0.001051471,-2.978203,-2.017706
CDKL4,NR1H3,2.546591,0.01087808,1.963448,0.254779,2.619434,0.008807589,2.055143,1.707969
CXADR,JUNB,11.56391,6.28E-31,30.20217,-0.2332284,-2.333414,0.01962642,-1.707159,-1.707159
CXADR,FOS,10.00986,1.38E-23,22.86029,-0.2990033,-2.929301,0.003397254,-2.468872,-2.468872
CXADR,FOSL1,8.632846,5.98E-18,17.22298,0.2705445,2.23051,0.02571361,1.589837,1.589837
CXADR,ATF4,3.269094,0.001078926,2.967008,0.2792332,2.309225,0.02093109,1.679208,1.657826
CXADR,ZBTB20,2.697802,0.006979885,2.156152,-0.3088841,-3.018816,0.002537646,-2.595569,-2.022285
DLGAP4,JUNB,9.25324,2.18E-20,19.66197,-0.297319,-2.773924,0.005538454,-2.256611,-2.256611
DLGAP4,FOS,8.128274,4.35E-16,15.36107,-0.3919418,-3.584933,0.000337165,-3.472157,-3.472157
DPYS,FOS,8.114739,4.87E-16,15.31262,-0.2527746,-2.941091,0.003270584,-2.485375,-2.485375
DPYS,ATF4,4.520422,6.17E-06,5.209599,0.2411297,2.274416,0.02294101,1.639388,1.639273
DUSP5,FOS,10.91056,1.03E-27,26.98875,-0.3408373,-3.093682,0.001976889,-2.704018,-2.704018
DUSP5,FOSL1,10.47545,1.12E-25,24.95076,0.2984119,2.405445,0.01615278,1.791753,1.791753
DUSP5,THRB,3.982439,6.82E-05,4.166141,0.3563179,2.90358,0.003689228,2.433065,2.425137
EPB41L4A,FOS,5.920994,3.20E-09,8.494848,-0.2929456,-3.306233,0.000945595,-3.024295,-3.024293
EPB41L4A,ZNF480,3.127774,0.001761356,2.754153,-0.2227472,-2.57285,0.01008649,-1.99626,-1.927012
EPB41L4A,GLI3,2.928635,0.003404537,2.467942,0.2437126,2.300381,0.02142663,1.669046,1.606281
EPB41L4A,CEBPD,2.676006,0.00745053,2.127813,-0.2253044,-2.599566,0.009334174,-2.029924,-1.776889
EPB41L4A,NR6A1,2.34607,0.01897252,1.721875,-0.220721,-2.551682,0.01072044,-1.969787,-1.530332
EPB41L4A,KLF7,2.296259,0.02166109,1.66432,-0.2655196,-3.019705,0.00253021,-2.596843,-1.617326
EPHX4,FOS,6.671308,2.54E-11,10.59596,-0.2260052,-2.926059,0.003432857,-2.464344,-2.464344
EPHX4,CEBPD,3.294708,0.00098524,3.006458,-0.1624356,-2.185235,0.02887159,-1.539529,-1.52537
EPHX4,ATF4,2.951739,0.003159896,2.500327,0.243445,2.544794,0.01093424,1.961212,1.852028
EPHX4,ZNF711,2.801509,0.005086416,2.293588,0.2859703,3.040373,0.002362857,2.626563,2.128587
ERGIC1,JUNB,10.48144,1.05E-25,24.97827,-0.2832824,-2.751943,0.005924284,-2.227364,-2.227364
ERGIC1,FOS,10.07987,6.78E-24,23.16868,-0.349533,-3.35731,0.000787048,-3.103999,-3.103999
ERGIC1,FOSL2,9.786943,1.28E-22,21.89241,0.2978703,2.558357,0.01051682,1.978116,1.978116
ERGIC1,FOSL1,8.25812,1.48E-16,15.82978,0.3038975,2.61343,0.008963845,2.047506,2.047506
